,index,id,gameType,gameDate,gameState,awayTeam.id,awayTeam.abbrev,awayTeam.score,homeTeam.id,homeTeam.abbrev,homeTeam.score,winner_id,loser_id,is_cup_game,is_next_game
356,2501,2024020251,2,2024-11-12,FUT,29,CBJ,,55,SEA,,0,0,False,False
357,22,2024020252,2,2024-11-13,FUT,17,DET,,5,PIT,,0,0,False,False
358,732,2024020253,2,2024-11-13,FUT,10,TOR,,15,WSH,,0,0,False,False
359,467,2024020254,2,2024-11-13,FUT,12,CAR,,59,UTA,,0,0,False,False
360,910,2024020255,2,2024-11-13,FUT,26,LAK,,21,COL,,0,0,False,False
361,1084,2024020256,2,2024-11-13,FUT,54,VGK,,24,ANA,,0,0,False,False
362,1795,2024020257,2,2024-11-14,FUT,19,STL,,7,BUF,,0,0,False,False
363,380,2024020258,2,2024-11-14,FUT,4,PHI,,9,OTT,,0,0,False,False
364,290,2024020259,2,2024-11-14,FUT,52,WPG,,14,TBL,,0,0,False,False
365,1528,2024020260,2,2024-11-14,FUT,1,NJD,,13,FLA,,0,0,False,False
366,1436,2024020261,2,2024-11-14,FUT,28,SJS,,3,NYR,,0,0,False,False
367,114,2024020262,2,2024-11-14,FUT,6,BOS,,25,DAL,,0,0,False,False
368,646,2024020263,2,2024-11-14,FUT,8,MTL,,30,MIN,,0,0,False,False
369,998,2024020264,2,2024-11-14,FUT,18,NSH,,22,EDM,,0,0,False,False
370,820,2024020265,2,2024-11-14,FUT,2,NYI,,23,VAN,,0,0,False,False
371,1350,2024020266,2,2024-11-14,FUT,16,CHI,,55,SEA,,0,0,False,False
372,204,2024020267,2,2024-11-15,FUT,5,PIT,,29,CBJ,,0,0,False,False
373,733,2024020268,2,2024-11-15,FUT,15,WSH,,21,COL,,0,0,False,False
374,559,2024020269,2,2024-11-15,FUT,18,NSH,,20,CGY,,0,0,False,False
375,1174,2024020270,2,2024-11-15,FUT,54,VGK,,59,UTA,,0,0,False,False
376,23,2024020271,2,2024-11-15,FUT,17,DET,,24,ANA,,0,0,False,False
377,115,2024020272,2,2024-11-16,FUT,19,STL,,6,BOS,,0,0,False,False
378,1884,2024020273,2,2024-11-16,FUT,2,NYI,,55,SEA,,0,0,False,False
379,1619,2024020274,2,2024-11-16,FUT,22,EDM,,10,TOR,,0,0,False,False
380,647,2024020275,2,2024-11-16,FUT,29,CBJ,,8,MTL,,0,0,False,False
381,291,2024020276,2,2024-11-16,FUT,1,NJD,,14,TBL,,0,0,False,False
382,1529,2024020277,2,2024-11-16,FUT,52,WPG,,13,FLA,,0,0,False,False
383,381,2024020278,2,2024-11-16,FUT,7,BUF,,4,PHI,,0,0,False,False
384,205,2024020279,2,2024-11-16,FUT,28,SJS,,5,PIT,,0,0,False,False
385,468,2024020280,2,2024-11-16,FUT,9,OTT,,12,CAR,,0,0,False,False
386,1261,2024020281,2,2024-11-16,FUT,25,DAL,,30,MIN,,0,0,False,False
387,24,2024020282,2,2024-11-16,FUT,17,DET,,26,LAK,,0,0,False,False
388,821,2024020283,2,2024-11-16,FUT,16,CHI,,23,VAN,,0,0,False,False
389,469,2024020284,2,2024-11-17,FUT,19,STL,,12,CAR,,0,0,False,False
390,822,2024020285,2,2024-11-17,FUT,18,NSH,,23,VAN,,0,0,False,False
391,734,2024020286,2,2024-11-17,FUT,15,WSH,,54,VGK,,0,0,False,False
392,1437,2024020287,2,2024-11-17,FUT,3,NYR,,55,SEA,,0,0,False,False
393,116,2024020288,2,2024-11-18,FUT,29,CBJ,,6,BOS,,0,0,False,False
394,382,2024020289,2,2024-11-18,FUT,21,COL,,4,PHI,,0,0,False,False
395,648,2024020290,2,2024-11-18,FUT,22,EDM,,8,MTL,,0,0,False,False
396,1086,2024020291,2,2024-11-18,FUT,24,ANA,,25,DAL,,0,0,False,False
397,735,2024020292,2,2024-11-18,FUT,15,WSH,,59,UTA,,0,0,False,False
398,25,2024020293,2,2024-11-18,FUT,17,DET,,28,SJS,,0,0,False,False
399,1621,2024020294,2,2024-11-19,FUT,22,EDM,,9,OTT,,0,0,False,False
400,206,2024020295,2,2024-11-19,FUT,14,TBL,,5,PIT,,0,0,False,False
401,1707,2024020296,2,2024-11-19,FUT,30,MIN,,19,STL,,0,0,False,False
402,1530,2024020297,2,2024-11-19,FUT,13,FLA,,52,WPG,,0,0,False,False
403,1087,2024020298,2,2024-11-19,FUT,24,ANA,,16,CHI,,0,0,False,False
404,560,2024020299,2,2024-11-19,FUT,2,NYI,,20,CGY,,0,0,False,False
405,823,2024020300,2,2024-11-19,FUT,3,NYR,,23,VAN,,0,0,False,False
406,1176,2024020301,2,2024-11-20,FUT,54,VGK,,10,TOR,,0,0,False,False
407,383,2024020302,2,2024-11-20,FUT,12,CAR,,4,PHI,,0,0,False,False
408,1263,2024020303,2,2024-11-20,FUT,28,SJS,,25,DAL,,0,0,False,False
